permit_number,address,type,value
2025-037328 MP,"2804 RANCHERO RD UNIT B, Chattanooga, TN",Mechanical Permit,$128144
2025-147636 EP,"9636 CHUKAR CIR, Chattanooga, TN",Electrical Permit,$269488
2025-146791 PP,"14616 IVEANS WAY, Chattanooga, TN",Plumbing Permit,$269376
2025-146224 MP,"4100 E 51ST ST UNIT 300, Chattanooga, TN",Mechanical Permit,$58354
2025-149064 BP,"5701 JOHNNY MORRIS RD--UNIT 43, Chattanooga, TN",Building Permit,$103850
2025-147800 BP,"3203 CLAWSON RD, Chattanooga, TN",Building Permit,$171263
2025-147560 EP,"1009 MERIDEN LN, Chattanooga, TN",Electrical Permit,$128051
2025-103878 MP,"912 RED CLIFF DR, Chattanooga, TN",Mechanical Permit,$205086
2025-106563 PP,"3804 MANORWOOD RD BLDG 2, Chattanooga, TN",Plumbing Permit,$207770
2025-148472 BP,"2210 HOLLY ST, Chattanooga, TN",Building Permit,$88022
2025-093430 MP,"8800 COSMICO ST, Chattanooga, TN",Mechanical Permit,$249560
2025-037211 MP,"11105 CROSSBEAM DR UNIT A, Chattanooga, TN",Mechanical Permit,$209959
2025-141463 PP,"6307 WEST COURTYARD DR, Chattanooga, TN",Plumbing Permit,$270603
2025-148369 PP,"12733 TESLA RD, Chattanooga, TN",Plumbing Permit,$277380
2025-147545 PP,"3902 SIERRA DR, Chattanooga, TN",Plumbing Permit,$188063
2025-141426 BP,"11201 JOCKEY BLUFF DR, Chattanooga, TN",Building Permit,$159837
2025-138952 EP,"400 W 15TH ST UNIT 1000, Chattanooga, TN",Electrical Permit,$259542
2025-120788 BP,"3203 CLAWSON RD, Chattanooga, TN",Building Permit,$177961
2025-145251 PP,"609 TWELVE OAKS LN, Chattanooga, TN",Plumbing Permit,$113459
2025-029867 EP,"2603 ROCK TERRACE DR, Chattanooga, TN",Electrical Permit,$156799
2025-147930 PP,"2408 AMUR DR, Chattanooga, TN",Plumbing Permit,$204328
2025-146468 BP,"5800 GRAMPIAN CV, Chattanooga, TN",Building Permit,$62992
2025-148791 BP,"1527 BRADBURY LN, Chattanooga, TN",Building Permit,$167089
2025-043343 MP,"11107 BELL FARM RD UNIT A, Chattanooga, TN",Mechanical Permit,$85633
2025-144828 BP,"3016 BELGRAVE FALLS LN, Chattanooga, TN",Building Permit,$58360
2025-037966 MP,"2805 RANCHERO RD UNIT 2A, Chattanooga, TN",Mechanical Permit,$65783
2025-106802 PP,"5615 WILLIAM HOLLAND AVE, Chattanooga, TN",Plumbing Permit,$239041
2025-146798 EP,"7506 SHERWOOD RD, Chattanooga, TN",Electrical Permit,$155729
2025-147231 PP,"7001 WOODFORD WAY, Chattanooga, TN",Plumbing Permit,$169671
2025-148983 MP,"300 W 34TH ST BLDG B, Chattanooga, TN",Mechanical Permit,$201924
2025-129154 MP,"1501 W ANDERSON LN BLDG B UNIT 200, Chattanooga, TN",Mechanical Permit,$66750
2025-146387 PP,"5301 MONARDA MINT DR, Chattanooga, TN",Plumbing Permit,$286577
2025-142433 EP,"1010 BRICKELL LOOP UNIT B, Chattanooga, TN",Electrical Permit,$246361
2025-037985 MP,"11002 BELL FARM RD UNIT A, Chattanooga, TN",Mechanical Permit,$105304
2025-126691 EP,"12608 TERRA NOVA LN, Chattanooga, TN",Electrical Permit,$150461
2025-145395 PP,"1818 W ST JOHNS AVE, Chattanooga, TN",Plumbing Permit,$185982
2025-148176 MP,"1015 E YAGER LN UNIT 122, Chattanooga, TN",Mechanical Permit,$237215
2025-043284 MP,"11103 BELL FARM RD UNIT A, Chattanooga, TN",Mechanical Permit,$61884
2025-148058 PP,"2529 BAXTER DR, Chattanooga, TN",Plumbing Permit,$269189
2025-064762 MP,"11005 BELL FARM RD UNIT A, Chattanooga, TN",Mechanical Permit,$212348
2025-052965 MP,"2807 RANCHERO RD UNIT A, Chattanooga, TN",Mechanical Permit,$200664
2025-146288 PP,"5703 SCOUT BLUFF, Chattanooga, TN",Plumbing Permit,$88174
2025-146382 BP,"5812 MACIVER DR, Chattanooga, TN",Building Permit,$219269
2025-093167 MP,"8722 COSMICO ST, Chattanooga, TN",Mechanical Permit,$249786
2025-144188 BP,"4613 CYPRESS BND, Chattanooga, TN",Building Permit,$71938
2025-037271 MP,"11102 BELL FARM RD UNIT B, Chattanooga, TN",Mechanical Permit,$253324
2025-144028 BP,"7513 ESPINA DR, Chattanooga, TN",Building Permit,$139229
2025-146283 PP,"1706 COLLIER ST, Chattanooga, TN",Plumbing Permit,$132562
2025-148142 PP,"600 E BEN WHITE BLVD SVRD WB UNIT 300, Chattanooga, TN",Plumbing Permit,$287031
2025-094930 DS,"6611 LEXINGTON RD, Chattanooga, TN",Driveway / Sidewalks,$115624
2025-146067 EP,"11018 ALHAMBRA DR, Chattanooga, TN",Electrical Permit,$117570
2025-148277 PP,"3204 SANTA MONICA DR, Chattanooga, TN",Plumbing Permit,$258627
2025-064151 MP,"5000 STOCKTON LN, Chattanooga, TN",Mechanical Permit,$111149
2025-147228 PP,"8804 MARMOSET WAY, Chattanooga, TN",Plumbing Permit,$199702
2025-143777 PP,"625 E 10TH ST UNIT 200, Chattanooga, TN",Plumbing Permit,$54263
2025-147974 PP,"1007 EMERALD WOOD DR, Chattanooga, TN",Plumbing Permit,$151454
2025-043674 MP,"2808 THRESH RD UNIT 2B, Chattanooga, TN",Mechanical Permit,$122638
2025-037199 MP,"2801 THRESH RD UNIT A, Chattanooga, TN",Mechanical Permit,$84529
2025-146224 PP,"4100 E 51ST ST UNIT 300, Chattanooga, TN",Plumbing Permit,$278304
2025-148711 PP,"2605 DERWENT DR, Chattanooga, TN",Plumbing Permit,$263761
2025-037239 MP,"2805 THRESH RD UNIT A, Chattanooga, TN",Mechanical Permit,$262630
2025-147224 PP,"8800 MARMOSET WAY, Chattanooga, TN",Plumbing Permit,$265928
2025-148548 MP,"7210 WHEELER BRANCH TRL, Chattanooga, TN",Mechanical Permit,$93104
2025-142276 EP,"4909 1/2 S IH 35 SVRD NB, Chattanooga, TN",Electrical Permit,$281470
2025-043494 MP,"11107 BELL FARM RD UNIT B, Chattanooga, TN",Mechanical Permit,$114549
2025-136070 MP,"2501 CROWNSPOINT DR, Chattanooga, TN",Mechanical Permit,$142334
2025-070444 PP,"1501 NORTHWOOD RD, Chattanooga, TN",Plumbing Permit,$256039
2025-145911 PP,"4330 AIRPORT BLVD BLDG 2, Chattanooga, TN",Plumbing Permit,$246432
2025-148143 PP,"600 E BEN WHITE BLVD SVRD WB UNIT 300, Chattanooga, TN",Plumbing Permit,$193290
2025-139117 EP,"8925 BREEZE HILL DR, Chattanooga, TN",Electrical Permit,$100245
2025-037227 MP,"2803 THRESH RD UNIT A, Chattanooga, TN",Mechanical Permit,$91175
2025-148142 MP,"600 E BEN WHITE BLVD SVRD WB UNIT 300, Chattanooga, TN",Mechanical Permit,$214711
2025-148050 BP,"1191 ANGELINA ST, Chattanooga, TN",Building Permit,$201245
2025-148392 MP,"5505 OVERBROOK DR, Chattanooga, TN",Mechanical Permit,$179891
2025-095561 EP,"7503 1/2 W SH 71, Chattanooga, TN",Electrical Permit,$95223
2025-138951 EP,"400 W 15TH ST UNIT 804, Chattanooga, TN",Electrical Permit,$167706
2025-146047 EP,"906 E LIVE OAK ST, Chattanooga, TN",Electrical Permit,$234782
2025-037967 MP,"2805 RANCHERO RD UNIT 2B, Chattanooga, TN",Mechanical Permit,$131789
2025-147628 PP,"1403 E APPLEGATE DR, Chattanooga, TN",Plumbing Permit,$208956
2025-148413 EP,"4631 AIRPORT BLVD UNIT 118, Chattanooga, TN",Electrical Permit,$138470
2025-052981 MP,"10905 BELL FARM RD UNIT A, Chattanooga, TN",Mechanical Permit,$220751
2025-146538 PP,"8009 CAMINITA CV, Chattanooga, TN",Plumbing Permit,$178655
2025-147051 BP,"607 PARK BLVD, Chattanooga, TN",Building Permit,$191503
2025-042665 MP,"2808 THRESH RD UNIT 1A, Chattanooga, TN",Mechanical Permit,$216318
2025-148477 PP,"8701 ESCARPMENT BLVD UNIT 71, Chattanooga, TN",Plumbing Permit,$268483
2025-038878 MP,"2800 THRESH RD UNIT A, Chattanooga, TN",Mechanical Permit,$275869
2025-038889 MP,"2802 THRESH RD UNIT A, Chattanooga, TN",Mechanical Permit,$156495
2025-147033 BP,"3202 FUNSTON ST, Chattanooga, TN",Building Permit,$232048
2025-147883 PP,"11128 SEA HERO LN, Chattanooga, TN",Plumbing Permit,$207204
2025-038938 MP,"10907 BELL FARM RD UNIT A, Chattanooga, TN",Mechanical Permit,$119425
2025-147945 BP,"8304 MILLWAY DR, Chattanooga, TN",Building Permit,$128780
2025-141822 BP,"7406 GUNNISON PASS, Chattanooga, TN",Building Permit,$264309
2025-136904 BP,"926 SPRINGDALE RD, Chattanooga, TN",Building Permit,$80866
2025-068007 MP,"5004 STOCKTON LN, Chattanooga, TN",Mechanical Permit,$284873
2025-037327 MP,"2804 RANCHERO RD UNIT A, Chattanooga, TN",Mechanical Permit,$270173
2025-122116 PP,"10 WOODSTONE SQ, Chattanooga, TN",Plumbing Permit,$260028
2025-146617 PP,"1710 MC CALL RD, Chattanooga, TN",Plumbing Permit,$267595
2025-146205 EP,"2402 1/2 S CONGRESS AVE UNIT B, Chattanooga, TN",Electrical Permit,$162379
2025-147036 BP,"1011 SPRINGDALE RD, Chattanooga, TN",Building Permit,$289787
2025-144731 BP,"11524 CHURCH CANYON DR, Chattanooga, TN",Building Permit,$193775
2025-126345 EP,"15112 DODGE CATTLE CV, Chattanooga, TN",Electrical Permit,$239237
2025-147533 MP,"2006 ELTON LN, Chattanooga, TN",Mechanical Permit,$133829
2025-147801 BP,"3203 CLAWSON RD BLDG 2, Chattanooga, TN",Building Permit,$181631
2025-038890 MP,"2802 THRESH RD UNIT B, Chattanooga, TN",Mechanical Permit,$165909
2025-145622 BP,"116 TEXAS ASH CV, Chattanooga, TN",Building Permit,$287887
2025-071631 MP,"8612 WINDING WALK, Chattanooga, TN",Mechanical Permit,$164138
2025-089693 PP,"1906 WILLOW ST, Chattanooga, TN",Plumbing Permit,$191464
2025-142939 DS,"1736 BUNCHE RD, Chattanooga, TN",Driveway / Sidewalks,$248644
2025-130295 PP,"2907 BEANNA ST BLDG 2, Chattanooga, TN",Plumbing Permit,$115289
2025-146705 PP,"1903 GREENBROOK PKWY, Chattanooga, TN",Plumbing Permit,$72694
2025-147229 PP,"8806 MARMOSET WAY, Chattanooga, TN",Plumbing Permit,$150529
2025-136434 PP,"2002 WOOTEN DR, Chattanooga, TN",Plumbing Permit,$176388
2025-148270 PP,"3811 BONNELL DR, Chattanooga, TN",Plumbing Permit,$215678
2025-037270 MP,"11102 BELL FARM RD UNIT A, Chattanooga, TN",Mechanical Permit,$228236
2025-138953 EP,"400 W 15TH ST UNIT 1100, Chattanooga, TN",Electrical Permit,$197877
2025-146189 PP,"4712 CRAIGWOOD DR, Chattanooga, TN",Plumbing Permit,$51395
2025-137193 PP,"1204 SINGLETON AVE, Chattanooga, TN",Plumbing Permit,$155995
2025-037978 MP,"10906 BELL FARM RD UNIT B, Chattanooga, TN",Mechanical Permit,$152331
2025-147957 MP,"1406 BRAES RIDGE DR--BLDG B, Chattanooga, TN",Mechanical Permit,$274345
2025-146403 PP,"5216 MONARDA MINT DR, Chattanooga, TN",Plumbing Permit,$182770
2025-038879 MP,"2800 THRESH RD UNIT B, Chattanooga, TN",Mechanical Permit,$89149
2025-147370 PP,"5705 BLAZEWOOD DR, Chattanooga, TN",Plumbing Permit,$197177
2025-037258 MP,"2807 THRESH RD UNIT B, Chattanooga, TN",Mechanical Permit,$117070
2025-146753 BP,"11125 AVERING LN, Chattanooga, TN",Building Permit,$292564
2025-146588 MP,"1304 MARIPOSA DR UNIT 242, Chattanooga, TN",Mechanical Permit,$257750
2025-146228 PP,"4100 E 51ST ST UNIT 300, Chattanooga, TN",Plumbing Permit,$137417
2025-144865 PP,"1705 KIT CIR, Chattanooga, TN",Plumbing Permit,$149287
2025-144152 PP,"4616 ENGLEWOOD DR, Chattanooga, TN",Plumbing Permit,$98076
2025-147192 MP,"7708 BAJA CV, Chattanooga, TN",Mechanical Permit,$175058
2025-037257 MP,"2807 THRESH RD UNIT A, Chattanooga, TN",Mechanical Permit,$118651
2025-043325 MP,"11105 BELL FARM RD UNIT A, Chattanooga, TN",Mechanical Permit,$113433
2025-148573 BP,"3309 HARPERS FERRY LN, Chattanooga, TN",Building Permit,$112459
2025-138954 EP,"400 W 15TH ST UNIT 1200, Chattanooga, TN",Electrical Permit,$145831
2025-038924 MP,"2806 THRESH RD UNIT A, Chattanooga, TN",Mechanical Permit,$193821
2025-043792 MP,"2808 THRESH RD UNIT 1B, Chattanooga, TN",Mechanical Permit,$125644
2025-148866 EP,"10006 MANDEVILLE CIR, Chattanooga, TN",Electrical Permit,$112667
2025-052982 MP,"10905 BELL FARM RD UNIT B, Chattanooga, TN",Mechanical Permit,$76387
2025-146373 PP,"5303 MONARDA MINT DR, Chattanooga, TN",Plumbing Permit,$87232
2025-147055 BP,"6636 DOGWOOD CREEK DR, Chattanooga, TN",Building Permit,$268579
2025-130866 EP,"1011 W 5TH ST UNIT 140, Chattanooga, TN",Electrical Permit,$101408
2025-134385 PP,"1607 PEASE RD, Chattanooga, TN",Plumbing Permit,$124712
2025-038939 MP,"10907 BELL FARM RD UNIT B, Chattanooga, TN",Mechanical Permit,$87418
2025-098087 MP,"502 W LONGSPUR BLVD BLDG 9, Chattanooga, TN",Mechanical Permit,$279996
2025-147794 BP,"2415 DORMARION LN, Chattanooga, TN",Building Permit,$262701
2025-146934 EP,"2301 WESTWORTH CIR, Chattanooga, TN",Electrical Permit,$108533
2025-146480 BP,"7400 WHISPERING OAKS DR, Chattanooga, TN",Building Permit,$159428
2025-038958 MP,"11101 BELL FARM RD UNIT A, Chattanooga, TN",Mechanical Permit,$141595
2024-126575 DS,"801-925 E PARMER LN, Chattanooga, TN",Driveway / Sidewalks,$273560
2025-145910 PP,"4330 AIRPORT BLVD BLDG 1, Chattanooga, TN",Plumbing Permit,$231799
2025-080269 PP,"2008 S 2ND ST UNIT B, Chattanooga, TN",Plumbing Permit,$246788
2025-115668 EP,"12221 N MOPAC EXPY SVRD NB, Chattanooga, TN",Electrical Permit,$166893
2025-147794 PP,"2415 DORMARION LN, Chattanooga, TN",Plumbing Permit,$203288
2025-147633 MP,"4307 SARASOTA DR, Chattanooga, TN",Mechanical Permit,$57316
2025-038925 MP,"2806 THRESH RD UNIT B, Chattanooga, TN",Mechanical Permit,$284547
2025-148700 PP,"2608 TOWY RD, Chattanooga, TN",Plumbing Permit,$299116
2025-148158 MP,"12309 BAR X DR, Chattanooga, TN",Mechanical Permit,$261430
2025-147831 MP,"5501 W PARMER LN BLDG 2, Chattanooga, TN",Mechanical Permit,$70719
2025-064010 MP,"9009 GLENN LN, Chattanooga, TN",Mechanical Permit,$112669
2025-147653 EP,"12917 STAYWELL WAY, Chattanooga, TN",Electrical Permit,$274528
2024-140468 EP,"21 ST STEPHENS SCHOOL RD, Chattanooga, TN",Electrical Permit,$106889
2025-037212 MP,"11105 CROSSBEAM DR UNIT B, Chattanooga, TN",Mechanical Permit,$205440
2025-144139 BP,"4837 TRAIL CREST CIR, Chattanooga, TN",Building Permit,$272915
2025-147836 BP,"7400 S CONGRESS AVE, Chattanooga, TN",Building Permit,$129732
2025-038902 MP,"2804 THRESH RD UNIT B, Chattanooga, TN",Mechanical Permit,$117558
2025-144015 MP,"7208 ARROYO SECO, Chattanooga, TN",Mechanical Permit,$240963
2025-146300 EP,"1112 W BEN WHITE BLVD SVRD WB, Chattanooga, TN",Electrical Permit,$124855
2025-106562 PP,"3804 MANORWOOD RD BLDG 1, Chattanooga, TN",Plumbing Permit,$184912
2025-043734 MP,"11105 BELL FARM RD UNIT B, Chattanooga, TN",Mechanical Permit,$251776
2025-038901 MP,"2804 THRESH RD UNIT A, Chattanooga, TN",Mechanical Permit,$106462
2025-037303 MP,"2806 RANCHERO RD UNIT A, Chattanooga, TN",Mechanical Permit,$174441
2025-130293 PP,"2907 BEANNA ST BLDG 1, Chattanooga, TN",Plumbing Permit,$179824
2025-147251 PP,"7609 NAVARRO PL, Chattanooga, TN",Plumbing Permit,$236500
2025-127673 BP,"9517 BOATHOUSE DR, Chattanooga, TN",Building Permit,$280468
2025-149604 BP,"3108 E 12TH ST, Chattanooga, TN",Building Permit,$92298
2025-147637 PP,"9301 BOATHOUSE DR, Chattanooga, TN",Plumbing Permit,$53785
2025-148870 BP,"6903 FRONTERA TRL, Chattanooga, TN",Building Permit,$161662
2025-148236 MP,"2730 WINDING BROOK DR, Chattanooga, TN",Mechanical Permit,$90719
2025-149076 BP,"3808 1/2 KEATS DR, Chattanooga, TN",Building Permit,$181338
2025-137185 EP,"2521 RUTLAND DR, Chattanooga, TN",Electrical Permit,$245827
2025-147789 EP,"4700 BANISTER LN, Chattanooga, TN",Electrical Permit,$201859
2025-148881 BP,"7301 BLUNTLEAF CV, Chattanooga, TN",Building Permit,$120879
2025-140488 PP,"3220 CHERRY LN, Chattanooga, TN",Plumbing Permit,$61532
2025-148334 EP,"6714 1/2 TAYLOR LN, Chattanooga, TN",Electrical Permit,$78725
2025-142348 EP,"9504 N LAMAR BLVD, Chattanooga, TN",Electrical Permit,$182373
2025-148620 BP,"3202 LAFAYETTE AVE, Chattanooga, TN",Building Permit,$197374
2025-147397 BP,"2301 E RIVERSIDE DR BLDG A, Chattanooga, TN",Building Permit,$273294
2025-148072 PP,"11702 NORTH OAKS DR, Chattanooga, TN",Plumbing Permit,$196966
2025-148986 BP,"5501 AMESWOOD DR, Chattanooga, TN",Building Permit,$243312
2024-157803 BP,"2416 VISTA LN, Chattanooga, TN",Building Permit,$91267
2025-147643 PP,"10908 GILMER CT, Chattanooga, TN",Plumbing Permit,$240818
2025-137218 EP,"2716 GUADALUPE ST, Chattanooga, TN",Electrical Permit,$165740
2025-148518 EP,"309 E LOLA DR, Chattanooga, TN",Electrical Permit,$220395
2025-148259 EP,"1509 RIDGEHAVEN DR, Chattanooga, TN",Electrical Permit,$215953
2025-082988 PP,"2005 ALDRICH ST, Chattanooga, TN",Plumbing Permit,$207945
2025-013919 DS,"1822 TREADWELL ST, Chattanooga, TN",Driveway / Sidewalks,$100942
2025-135418 EP,"2834 PEARL ST, Chattanooga, TN",Electrical Permit,$128385
2025-149155 BP,"9904 ALY MAY DR, Chattanooga, TN",Building Permit,$168681
2025-147876 EP,"4307 MOUNTAIN PATH DR, Chattanooga, TN",Electrical Permit,$243645
2025-148103 BP,"7051 VILLAGE CENTER DR, Chattanooga, TN",Building Permit,$271165
2025-145394 EP,"9220 W SH 71, Chattanooga, TN",Electrical Permit,$187405
2025-148209 EP,"6606 BRANCHING OAK CT, Chattanooga, TN",Electrical Permit,$57410
2025-149467 BP,"8038 EXCHANGE DR BLDG 10, Chattanooga, TN",Building Permit,$267514
2025-143133 BP,"2403 E 8TH ST--POOL, Chattanooga, TN",Building Permit,$200377
2025-087156 BP,"112 WILL DAVIS DR UNIT 110, Chattanooga, TN",Building Permit,$200541
2025-143194 PP,"2218 RIVERVIEW ST, Chattanooga, TN",Plumbing Permit,$165253
2025-013967 BP,"1012 GASTON AVE, Chattanooga, TN",Building Permit,$228773
2024-097365 MP,"3400 RANDOLPH RD, Chattanooga, TN",Mechanical Permit,$139987
2025-138623 PP,"12500 DESCANSO CIR, Chattanooga, TN",Plumbing Permit,$222040
2025-146672 BP,"4808 WEST PARK DR, Chattanooga, TN",Building Permit,$104143
2025-135038 EP,"1100 S LAMAR BLVD BLDG 2 UNIT 2140, Chattanooga, TN",Electrical Permit,$267444
2025-142340 BP,"3511 RIVA RIDGE RD, Chattanooga, TN",Building Permit,$103598
2025-145208 PP,"1409 BRIARCLIFF BLVD, Chattanooga, TN",Plumbing Permit,$189797
2025-149482 BP,"8038 EXCHANGE DR BLDG 7, Chattanooga, TN",Building Permit,$260326
2025-147550 PP,"4412 BANISTER LN BLDG 2, Chattanooga, TN",Plumbing Permit,$93160
2025-143763 DS,"2108 PRATHER LN, Chattanooga, TN",Driveway / Sidewalks,$143890
2024-003454 EP,"7051 MEADOW LAKE BLVD BLDG 13, Chattanooga, TN",Electrical Permit,$213963
2025-148838 BP,"7304 FIREOAK DR, Chattanooga, TN",Building Permit,$100436
2025-148140 MP,"7236 ELLINGTON CIR, Chattanooga, TN",Mechanical Permit,$293460
2025-145380 EP,"9220 W SH 71, Chattanooga, TN",Electrical Permit,$177559
2025-148466 PP,"7104 COACHWHIP HOLW, Chattanooga, TN",Plumbing Permit,$199987
2025-142383 BP,"601 W CRESTLAND DR, Chattanooga, TN",Building Permit,$129885
2025-127673 MP,"9517 BOATHOUSE DR, Chattanooga, TN",Mechanical Permit,$215154
2025-122625 BP,"9300 HAMADRYAS DR, Chattanooga, TN",Building Permit,$268107
2025-144406 EP,"15108 CALAVERAS DR, Chattanooga, TN",Electrical Permit,$232753
2025-147767 EP,"7103 1/2 MC KINNEY FALLS PKWY, Chattanooga, TN",Electrical Permit,$98437
2025-104197 DS,"3005 SILVERLEAF DR, Chattanooga, TN",Driveway / Sidewalks,$187386
2025-065147 EP,"926 E 49TH HALF ST, Chattanooga, TN",Electrical Permit,$219702
2025-148257 BP,"2300 LAKE AUSTIN BLVD, Chattanooga, TN",Building Permit,$149647
2025-148879 PP,"6817 BANFF CV, Chattanooga, TN",Plumbing Permit,$298575
2025-097636 BP,"9516 WIGGY WAY, Chattanooga, TN",Building Permit,$50287
2025-146037 BP,"5505 W PARMER LN BLDG 4, Chattanooga, TN",Building Permit,$100316
2025-140330 EP,"6304 MORNING DEW DR, Chattanooga, TN",Electrical Permit,$146931
2025-148306 EP,"6606 ARGENTIA RD, Chattanooga, TN",Electrical Permit,$228005
2025-146744 PP,"11908 MURANO DR, Chattanooga, TN",Plumbing Permit,$187714
2025-147952 PP,"7008 CROMARTY CV, Chattanooga, TN",Plumbing Permit,$76445
2025-147857 MP,"3401 RIVER RD, Chattanooga, TN",Mechanical Permit,$178246
2025-137552 MP,"1305 W 34TH ST, Chattanooga, TN",Mechanical Permit,$295748
2025-146037 MP,"5505 W PARMER LN BLDG 4, Chattanooga, TN",Mechanical Permit,$125324
2025-145975 BP,"7236 ELLINGTON CIR, Chattanooga, TN",Building Permit,$109386
2025-093163 MP,"8710 COSMICO ST, Chattanooga, TN",Mechanical Permit,$202182
2024-018444 MP,"4801 EMMA BROWNING AVE UNIT 801, Chattanooga, TN",Mechanical Permit,$72274
2025-144825 PP,"1212 ECHO LN, Chattanooga, TN",Plumbing Permit,$289383
2025-148705 BP,"1156 W CESAR CHAVEZ ST, Chattanooga, TN",Building Permit,$128056
2025-145904 BP,"507 E HOWARD LN BLDG 3, Chattanooga, TN",Building Permit,$225825
2025-145390 EP,"1507 PARKWAY, Chattanooga, TN",Electrical Permit,$75136
2025-148249 BP,"1507 LORRAIN ST, Chattanooga, TN",Building Permit,$182629
2025-142352 EP,"9504 N LAMAR BLVD, Chattanooga, TN",Electrical Permit,$255264
2024-003455 EP,"7051 MEADOW LAKE BLVD BLDG 14, Chattanooga, TN",Electrical Permit,$187143
2024-097364 MP,"3400 RANDOLPH RD, Chattanooga, TN",Mechanical Permit,$90085
2025-149589 BP,"9120 IPSWICH BAY DR, Chattanooga, TN",Building Permit,$133868
2025-142698 PP,"6905 CREIGHTON LN, Chattanooga, TN",Plumbing Permit,$297455
2025-148652 EP,"5913 JENNIFER PASTURE PATH, Chattanooga, TN",Electrical Permit,$121574
2025-137205 PP,"9803 RIBELIN RANCH CT BLDG 37, Chattanooga, TN",Plumbing Permit,$255656
2025-149289 BP,"821 TURTLE CREEK BLVD, Chattanooga, TN",Building Permit,$59728
2025-144169 EP,"1900 E HOWARD LN BLDG E, Chattanooga, TN",Electrical Permit,$219740
2025-148278 EP,"10014 ESTANCIA LN, Chattanooga, TN",Electrical Permit,$291002
2025-148299 PP,"9232 LA SIESTA BND, Chattanooga, TN",Plumbing Permit,$180614
2025-147836 EP,"7400 S CONGRESS AVE, Chattanooga, TN",Electrical Permit,$136489
2025-069454 PP,"8202 LEROI DR, Chattanooga, TN",Plumbing Permit,$90469
2024-018448 MP,"4801 EMMA BROWNING AVE UNIT 1001, Chattanooga, TN",Mechanical Permit,$267977
2025-148619 BP,"3202 LAFAYETTE AVE, Chattanooga, TN",Building Permit,$289258
2025-147745 BP,"1900 E HOWARD LN BLDG A UNIT 1, Chattanooga, TN",Building Permit,$186342
2025-063951 EP,"4100 WATERSEDGE DR, Chattanooga, TN",Electrical Permit,$68480
2025-142888 MP,"2706 WILLOW ST, Chattanooga, TN",Mechanical Permit,$57224
2025-138495 PP,"9803 RIBELIN RANCH CT BLDG 17, Chattanooga, TN",Plumbing Permit,$214286
2024-018449 MP,"4801 EMMA BROWNING AVE UNIT 1002, Chattanooga, TN",Mechanical Permit,$165618
2025-148921 PP,"2611 E BRAKER LN, Chattanooga, TN",Plumbing Permit,$184280
2025-148618 BP,"8300 SUMMER PLACE DR, Chattanooga, TN",Building Permit,$226830
2025-144815 PP,"2913 LYNNBROOK DR, Chattanooga, TN",Plumbing Permit,$213416
2024-018447 MP,"4801 EMMA BROWNING AVE UNIT 902, Chattanooga, TN",Mechanical Permit,$236930
2025-146652 EP,"3401 WANDERING MEADOWS, Chattanooga, TN",Electrical Permit,$229502
2025-143378 EP,"9300 S IH 35 SVRD SB BLDG F, Chattanooga, TN",Electrical Permit,$129391
2025-133115 MP,"1609 ALAMEDA DR, Chattanooga, TN",Mechanical Permit,$276393
2025-144169 MP,"1900 E HOWARD LN BLDG E, Chattanooga, TN",Mechanical Permit,$67857
2025-134394 EP,"10904 CUT PLAINS LOOP, Chattanooga, TN",Electrical Permit,$119588
2025-019291 MP,"1144 CESSAL AVE, Chattanooga, TN",Mechanical Permit,$116008
2025-145208 EP,"1409 BRIARCLIFF BLVD, Chattanooga, TN",Electrical Permit,$271141
2025-103878 EP,"912 RED CLIFF DR, Chattanooga, TN",Electrical Permit,$217069
2025-147976 BP,"4424 GAINES RANCH LOOP BLDG 4, Chattanooga, TN",Building Permit,$213767
2025-093165 MP,"8714 COSMICO ST, Chattanooga, TN",Mechanical Permit,$150124
2025-143378 MP,"9300 S IH 35 SVRD SB BLDG F, Chattanooga, TN",Mechanical Permit,$106907
2025-145093 PP,"1018 BRICKELL LOOP UNIT B, Chattanooga, TN",Plumbing Permit,$214414
2025-139910 PP,"1003 NEWPORT AVE, Chattanooga, TN",Plumbing Permit,$90271
2025-148800 BP,"6729 ASHEN LN, Chattanooga, TN",Building Permit,$240514
2025-093164 MP,"8712 COSMICO ST, Chattanooga, TN",Mechanical Permit,$190272
2024-018445 MP,"4801 EMMA BROWNING AVE UNIT 802, Chattanooga, TN",Mechanical Permit,$226937
2025-141592 MP,"1180 RIDGEWAY DR--UNIT 2, Chattanooga, TN",Mechanical Permit,$257252
2025-149499 PP,"3410 LYNRIDGE DR BLDG A, Chattanooga, TN",Plumbing Permit,$106943
2025-148838 PP,"7304 FIREOAK DR, Chattanooga, TN",Plumbing Permit,$137692
2025-148900 MP,"12901 N IH 35 SVRD NB, Chattanooga, TN",Mechanical Permit,$112691
2025-142333 EP,"9504 N LAMAR BLVD, Chattanooga, TN",Electrical Permit,$274376
2025-149289 PP,"821 TURTLE CREEK BLVD, Chattanooga, TN",Plumbing Permit,$165720
2025-144020 BP,"13609 N IH 35 SVRD NB BLDG 9, Chattanooga, TN",Building Permit,$90361
2025-143645 EP,"6809 WILLAMETTE DR, Chattanooga, TN",Electrical Permit,$279812
2025-145903 BP,"507 E HOWARD LN BLDG 3, Chattanooga, TN",Building Permit,$72635
2025-148466 BP,"7104 COACHWHIP HOLW, Chattanooga, TN",Building Permit,$144250
