permit_number,address,type,value
2025-148626 MP,"11505 SHOREVIEW OVERLOOK, Austin, TX",Mechanical Permit,$191922
2025-130866 MP,"1011 W 5TH ST UNIT 140, Austin, TX",Mechanical Permit,$74911
2025-145287 PP,"6803 EDGEFIELD DR, Austin, TX",Plumbing Permit,$209544
2025-144544 PP,"11312 VIRIDIAN WAY, Austin, TX",Plumbing Permit,$125648
2025-069980 PP,"8200 LEROI DR, Austin, TX",Plumbing Permit,$182760
2025-147854 PP,"3100 THOUSAND OAKS DR, Austin, TX",Plumbing Permit,$105440
2024-018446 MP,"4801 EMMA BROWNING AVE UNIT 901, Austin, TX",Mechanical Permit,$184926
2025-145114 EP,"7052 1/2 E WILLIAM CANNON DR, Austin, TX",Electrical Permit,$181454
2025-124704 PP,"4905 CANYONWOOD DR, Austin, TX",Plumbing Permit,$163049
2025-148858 MP,"604 HARTHAN ST, Austin, TX",Mechanical Permit,$111537
2025-123743 MP,"8820 BURNET RD UNIT 400, Austin, TX",Mechanical Permit,$99258
2025-146322 EP,"1420 W WELLS BRANCH PKWY BLDG 200 UNIT 290, Austin, TX",Electrical Permit,$255555
2025-147244 PP,"2611 DEERFOOT TRL, Austin, TX",Plumbing Permit,$224885
2025-137213 EP,"2716 GUADALUPE ST, Austin, TX",Electrical Permit,$168351
2025-145247 PP,"11500 METRIC BLVD UNIT 160, Austin, TX",Plumbing Permit,$178839
2025-145891 EP,"12906 TRAILWOOD RD, Austin, TX",Electrical Permit,$159811
2025-147563 PP,"2509 LOYOLA LN, Austin, TX",Plumbing Permit,$88662
2025-118741 BP,"3208 RED RIVER ST UNIT 100, Austin, TX",Building Permit,$144835
2025-115345 MP,"11815 ALTERRA PKWY UNIT FLR8, Austin, TX",Mechanical Permit,$97625
2025-136215 MP,"507 WESTMORLAND DR, Austin, TX",Mechanical Permit,$79338
2025-147376 MP,"8113 APPOMATTOX DR, Austin, TX",Mechanical Permit,$116674
2025-093428 MP,"8718 COSMICO ST, Austin, TX",Mechanical Permit,$172219
2025-102397 EP,"111 CONGRESS AVE, Austin, TX",Electrical Permit,$163179
2025-148625 MP,"7804 WHITSUN DR, Austin, TX",Mechanical Permit,$268671
2025-145244 PP,"11500 METRIC BLVD UNIT 190, Austin, TX",Plumbing Permit,$138431
2025-140346 EP,"6304 MORNING DEW DR, Austin, TX",Electrical Permit,$147275
2025-147055 PP,"6636 DOGWOOD CREEK DR, Austin, TX",Plumbing Permit,$274788
2025-148144 EP,"7236 ELLINGTON CIR, Austin, TX",Electrical Permit,$151366
2025-142927 DS,"1732 BUNCHE RD, Austin, TX",Driveway / Sidewalks,$212831
2025-148136 EP,"9807 BAL HARBOR RD, Austin, TX",Electrical Permit,$74470
2024-141477 MP,"4150 N LAMAR BLVD, Austin, TX",Mechanical Permit,$62737
2025-126345 MP,"15112 DODGE CATTLE CV, Austin, TX",Mechanical Permit,$286530
2025-092332 BP,"2215 CANTERBURY ST, Austin, TX",Building Permit,$108360
2025-147393 BP,"10407 DOUBLE SPUR LOOP, Austin, TX",Building Permit,$187361
2025-139183 PP,"2007 ARPDALE ST, Austin, TX",Plumbing Permit,$246737
2025-149245 BP,"3309 KAY ST, Austin, TX",Building Permit,$162664
2025-145388 EP,"9220 W SH 71, Austin, TX",Electrical Permit,$126202
2025-146669 EP,"3401 WANDERING MEADOWS, Austin, TX",Electrical Permit,$183567
2024-095968 MP,"14525 RIDGETOP TER, Austin, TX",Mechanical Permit,$165074
2025-149743 BP,"4817 CASWELL AVE, Austin, TX",Building Permit,$158351
2025-148384 PP,"5505 WILLIAM HOLLAND AVE, Austin, TX",Plumbing Permit,$128831
2025-146795 EP,"7506 SHERWOOD RD, Austin, TX",Electrical Permit,$237290
2025-141446 PP,"2613 GERAGHTY AVE, Austin, TX",Plumbing Permit,$226326
2025-120557 MP,"3851 AIRPORT BLVD UNIT 101, Austin, TX",Mechanical Permit,$248383
2025-146915 PP,"11929 RAVENNA CV, Austin, TX",Plumbing Permit,$85065
2025-106128 PP,"1824 W SLAUGHTER LN, Austin, TX",Plumbing Permit,$287898
2025-134385 EP,"1607 PEASE RD, Austin, TX",Electrical Permit,$73581
2025-148397 MP,"1700 SURREY HILL DR, Austin, TX",Mechanical Permit,$167580
2025-146876 EP,"816 SAHARA AVE, Austin, TX",Electrical Permit,$229251
2025-148969 EP,"2613 1/2 E BRAKER LN UNIT TEMP13, Austin, TX",Electrical Permit,$239351
2025-115973 BP,"901 POST OAK ST, Austin, TX",Building Permit,$248253
2025-147415 EP,"8516 ROCKWOOD LN, Austin, TX",Electrical Permit,$69732
2025-061445 BP,"2201 AIRPORT BLVD UNIT 130, Austin, TX",Building Permit,$283260
2025-035084 EP,"2300 BARTON HILLS DR, Austin, TX",Electrical Permit,$172243
2025-149389 PP,"5800 WELLINGTON DR BLDG 5, Austin, TX",Plumbing Permit,$273144
2025-090528 DS,"5014 SPICEWOOD SPRINGS RD, Austin, TX",Driveway / Sidewalks,$291311
2025-148564 EP,"11901 BURNET RD, Austin, TX",Electrical Permit,$144695
2025-140615 MP,"7718 WOOD HOLLOW DR UNIT 100, Austin, TX",Mechanical Permit,$256979
2025-141895 PP,"7201 VALBURN DR, Austin, TX",Plumbing Permit,$184667
2025-148311 PP,"4418 PACK SADDLE PASS, Austin, TX",Plumbing Permit,$288775
2025-148954 EP,"2613 1/2 E BRAKER LN UNIT TEMP11, Austin, TX",Electrical Permit,$109863
2025-148592 EP,"15029 PLAIN VIEW DR, Austin, TX",Electrical Permit,$139743
2025-080235 BP,"1910 ALEGRIA RD, Austin, TX",Building Permit,$134285
2025-147328 PP,"5729 TRELAWNEY LN, Austin, TX",Plumbing Permit,$264400
2025-138535 EP,"1950 WEBBERVILLE RD BLDG 1, Austin, TX",Electrical Permit,$255161
2025-081973 BP,"1904 CULLEN AVE, Austin, TX",Building Permit,$84806
2025-148698 PP,"9505 BOATHOUSE DR, Austin, TX",Plumbing Permit,$58801
2025-148052 EP,"2803 CASTRO ST, Austin, TX",Electrical Permit,$289752
2025-148018 PP,"10612 SCOTLAND WELL DR, Austin, TX",Plumbing Permit,$94564
2025-148662 EP,"14132 MATTEROD DR, Austin, TX",Electrical Permit,$271020
2025-081977 BP,"1904 CULLEN AVE, Austin, TX",Building Permit,$71756
2025-148106 PP,"9524 DINGO DR, Austin, TX",Plumbing Permit,$212614
2025-142597 EP,"6103 MOUNTAINCLIMB DR, Austin, TX",Electrical Permit,$140968
2025-149988 BP,"3913 TODD LN UNIT 512, Austin, TX",Building Permit,$91717
2025-133363 PP,"2207 DE VERNE ST, Austin, TX",Plumbing Permit,$237241
2025-148914 EP,"2613 1/2 E BRAKER LN UNIT TEMP6, Austin, TX",Electrical Permit,$275651
2025-147341 PP,"1608 WESTOVER RD, Austin, TX",Plumbing Permit,$123171
2025-148469 BP,"11400 LADERA VISTA DR, Austin, TX",Building Permit,$69702
2025-066965 MP,"11007 CONCHOS CV, Austin, TX",Mechanical Permit,$239084
2025-143431 BP,"6703 COLUMBIA DR, Austin, TX",Building Permit,$185917
2025-148903 EP,"2613 1/2 E BRAKER LN UNIT TEMP4, Austin, TX",Electrical Permit,$128538
2025-063950 PP,"4100 WATERSEDGE DR, Austin, TX",Plumbing Permit,$79906
2025-145101 MP,"5720 TOSCANA AVE, Austin, TX",Mechanical Permit,$237110
2025-148473 EP,"7704 LATTA DR, Austin, TX",Electrical Permit,$59002
2025-136937 EP,"1106 CRIPPLE CREEK DR, Austin, TX",Electrical Permit,$66889
2025-142488 MP,"4406 EILERS AVE, Austin, TX",Mechanical Permit,$60158
2025-148313 PP,"2201 W BEN WHITE BLVD SVRD EB, Austin, TX",Plumbing Permit,$264555
2025-148553 EP,"11901 BURNET RD, Austin, TX",Electrical Permit,$71590
2025-148883 EP,"8713 TALLWOOD DR, Austin, TX",Electrical Permit,$56164
2025-146977 PP,"14132 MATTEROD DR, Austin, TX",Plumbing Permit,$145621
2025-147423 MP,"5833 MEDICINE CREEK DR, Austin, TX",Mechanical Permit,$244898
2025-146526 EP,"2817 RUSTY DR, Austin, TX",Electrical Permit,$59425
2025-148247 PP,"6614 ARGENTIA RD, Austin, TX",Plumbing Permit,$167409
2025-129750 BP,"1702 KERR ST, Austin, TX",Building Permit,$78298
2025-148942 EP,"2613 1/2 E BRAKER LN UNIT TEMP9, Austin, TX",Electrical Permit,$106980
2024-157785 EP,"4003 DEL ROBLES, Austin, TX",Electrical Permit,$280526
2025-121131 EP,"208 CONGRESS AVE, Austin, TX",Electrical Permit,$103363
2025-147304 EP,"6507 CAPRIOLA DR, Austin, TX",Electrical Permit,$152854
2025-148562 EP,"11901 BURNET RD, Austin, TX",Electrical Permit,$261453
2025-122444 EP,"1619 ELMHURST DR, Austin, TX",Electrical Permit,$265158
2025-123127 PP,"1808 SYLVAN DR BLDG 2, Austin, TX",Plumbing Permit,$223684
2025-148104 PP,"8700 PERISTYLE DR, Austin, TX",Plumbing Permit,$196038
2025-147036 EP,"1011 SPRINGDALE RD, Austin, TX",Electrical Permit,$168101
2025-139862 PP,"401 CONGRESS AVE UNIT FLR32, Austin, TX",Plumbing Permit,$193418
2025-127673 PP,"9517 BOATHOUSE DR, Austin, TX",Plumbing Permit,$163656
2025-149015 EP,"3910 AVENUE H, Austin, TX",Electrical Permit,$193048
2025-147470 EP,"1901 MADISON AVE, Austin, TX",Electrical Permit,$107189
2025-149468 MP,"5300 S MOPAC EXPY SB UNIT 103, Austin, TX",Mechanical Permit,$131309
2025-135048 BP,"4208 BELLVUE AVE, Austin, TX",Building Permit,$200968
2025-148948 EP,"2613 1/2 E BRAKER LN UNIT TEMP10, Austin, TX",Electrical Permit,$139062
2025-149029 EP,"10628 INDIGO BROOM LOOP, Austin, TX",Electrical Permit,$199112
2025-115345 PP,"11815 ALTERRA PKWY UNIT FLR8, Austin, TX",Plumbing Permit,$183736
2025-145963 PP,"11000 ANDERSON MILL RD BLDG S3, Austin, TX",Plumbing Permit,$204969
2025-021112 EP,"7405 CARVER AVE, Austin, TX",Electrical Permit,$82492
2025-148076 MP,"4128 S 1ST ST, Austin, TX",Mechanical Permit,$185238
2025-095326 DS,"4614 HORSESHOE BND, Austin, TX",Driveway / Sidewalks,$214358
2023-073253 BP,"200 W 6TH ST, Austin, TX",Building Permit,$87657
2025-116012 MP,"4500 JINX AVE, Austin, TX",Mechanical Permit,$159035
2025-141931 PP,"1201 GEORGIAN ST, Austin, TX",Plumbing Permit,$210282
2025-064399 MP,"4516 SINCLAIR AVE, Austin, TX",Mechanical Permit,$92513
2025-148947 EP,"15501 TACON LN, Austin, TX",Electrical Permit,$269216
2025-148391 EP,"7102 WOODFORD WAY, Austin, TX",Electrical Permit,$128135
2025-149275 EP,"7633 ROCKPOINT DR, Austin, TX",Electrical Permit,$145670
2025-150208 BP,"2803 FIRECREST DR, Austin, TX",Building Permit,$259236
2025-149770 BP,"501 SACRAMENTO DR, Austin, TX",Building Permit,$240618
2025-149005 EP,"7408 DALLAS DR, Austin, TX",Electrical Permit,$101511
2025-149935 EP,"3600 LYONS RD, Austin, TX",Electrical Permit,$265782
2025-148023 EP,"6005 SILENT NOVA VW, Austin, TX",Electrical Permit,$174807
2025-148676 EP,"14120 AXEL JOHANSON DR, Austin, TX",Electrical Permit,$200844
2025-147749 PP,"1900 E HOWARD LN BLDG A UNIT 1, Austin, TX",Plumbing Permit,$82347
2025-146539 EP,"6409 HICKMAN AVE, Austin, TX",Electrical Permit,$156897
2025-150223 BP,"4500 DOVEHILL DR, Austin, TX",Building Permit,$89100
2025-145311 PP,"11221 BRISTA WAY, Austin, TX",Plumbing Permit,$216991
2025-148959 EP,"2613 1/2 E BRAKER LN UNIT TEMP12, Austin, TX",Electrical Permit,$245675
2025-137110 DS,"1303 W ST JOHNS AVE, Austin, TX",Driveway / Sidewalks,$80758
2025-148264 EP,"12345 N LAMAR BLVD BLDG 1 UNIT 135, Austin, TX",Electrical Permit,$101278
2025-148896 EP,"2613 1/2 E BRAKER LN UNIT TEMP3, Austin, TX",Electrical Permit,$89751
2025-093215 EP,"41 MARGRANITA CRES UNIT B, Austin, TX",Electrical Permit,$238674
2025-139297 DS,"10701 1/2 OLD SAN ANTONIO RD, Austin, TX",Driveway / Sidewalks,$197129
2025-134110 PP,"5308 BALCONES DR, Austin, TX",Plumbing Permit,$175451
2025-149752 PP,"8520 NEW HAMPSHIRE DR, Austin, TX",Plumbing Permit,$130423
2025-147120 EP,"7314 RUNNING ROPE, Austin, TX",Electrical Permit,$232408
2025-093214 EP,"41 MARGRANITA CRES UNIT A, Austin, TX",Electrical Permit,$197764
2025-148884 EP,"2613 1/2 E BRAKER LN UNIT TEMP2, Austin, TX",Electrical Permit,$141794
2025-150299 PP,"11913 ELLENA CV, Austin, TX",Plumbing Permit,$200074
2025-150058 BP,"8113 BOGGY RIDGE DR, Austin, TX",Building Permit,$95564
2025-147943 EP,"2613 1/2 E BRAKER LN UNIT TEMP1, Austin, TX",Electrical Permit,$265882
2025-148560 EP,"11901 BURNET RD, Austin, TX",Electrical Permit,$182655
2025-148598 BP,"811 CLAYTON LN, Austin, TX",Building Permit,$56979
2025-141640 EP,"4108 TODD LN, Austin, TX",Electrical Permit,$182543
2025-148489 PP,"9401 SPRING HOLLOW DR, Austin, TX",Plumbing Permit,$104815
2025-148412 EP,"7522 STONECLIFF DR, Austin, TX",Electrical Permit,$203933
2025-148984 EP,"7106 SUNGATE DR, Austin, TX",Electrical Permit,$291063
2025-149017 EP,"5816 SILVER SCREEN DR, Austin, TX",Electrical Permit,$251936
2025-148658 EP,"5921 JENNIFER PASTURE PATH, Austin, TX",Electrical Permit,$199535
2025-148909 EP,"2613 1/2 E BRAKER LN UNIT TEMP5, Austin, TX",Electrical Permit,$273429
2025-148743 PP,"1009 MERIDEN LN, Austin, TX",Plumbing Permit,$253378
2025-122625 PP,"9300 HAMADRYAS DR, Austin, TX",Plumbing Permit,$62000
2025-148122 MP,"4103 ROSEDALE AVE, Austin, TX",Mechanical Permit,$139324
2024-159748 MP,"3415 WINDSOR RD UNIT B, Austin, TX",Mechanical Permit,$233887
2025-144983 PP,"515 KEMP ST, Austin, TX",Plumbing Permit,$75502
2025-148016 EP,"8235 SUMMER SIDE DR, Austin, TX",Electrical Permit,$72177
2025-147745 PP,"1900 E HOWARD LN BLDG A UNIT 1, Austin, TX",Plumbing Permit,$211580
2025-147001 PP,"5921 JENNIFER PASTURE PATH, Austin, TX",Plumbing Permit,$171236
2025-148937 EP,"2613 1/2 E BRAKER LN UNIT TEMP7, Austin, TX",Electrical Permit,$62484
2025-145375 BP,"1506 PALMA PLZ, Austin, TX",Building Permit,$181584
2025-148293 EP,"3318 CLARKSBURG DR, Austin, TX",Electrical Permit,$144988
2025-109098 MP,"7603 BEINVILLE CV, Austin, TX",Mechanical Permit,$134149
2025-148960 EP,"7603 BEINVILLE CV, Austin, TX",Electrical Permit,$203154
2025-148631 BP,"10101 QUAIL VALLEY BLVD, Austin, TX",Building Permit,$210400
2025-147808 PP,"1408 JUSTIN LN, Austin, TX",Plumbing Permit,$269574
2025-148837 PP,"312 HOGG PECAN PASS, Austin, TX",Plumbing Permit,$207098
2025-149986 BP,"8802 WESTOVER CLUB DR, Austin, TX",Building Permit,$67166
2025-147035 EP,"1011 SPRINGDALE RD, Austin, TX",Electrical Permit,$89773
2025-129420 PP,"1904 SAN GABRIEL ST, Austin, TX",Plumbing Permit,$78184
2025-148940 EP,"2613 1/2 E BRAKER LN UNIT TEMP8, Austin, TX",Electrical Permit,$253152
2025-044294 PP,"14100 AXEL JOHANSON DR, Austin, TX",Plumbing Permit,$261819
2025-148803 BP,"909 E 49TH HALF ST, Austin, TX",Building Permit,$114229
2025-148656 PP,"5708 SILVER SCREEN DR, Austin, TX",Plumbing Permit,$52557
2025-148867 PP,"9951 ANDERSON MILL RD UNIT 100B, Austin, TX",Plumbing Permit,$235730
2025-142891 PP,"6107 CADDIE ST, Austin, TX",Plumbing Permit,$235338
2025-148930 EP,"4826 ROLLINGWOOD DR, Austin, TX",Electrical Permit,$87125
2025-148396 BP,"1323 S CONGRESS AVE, Austin, TX",Building Permit,$278399
2025-149989 BP,"802 WAYSIDE DR, Austin, TX",Building Permit,$273603
2025-148808 PP,"2903 NORFOLK DR, Austin, TX",Plumbing Permit,$259108
2025-148593 BP,"4504 JINX AVE, Austin, TX",Building Permit,$90820
2025-139862 EP,"401 CONGRESS AVE UNIT FLR32, Austin, TX",Electrical Permit,$83104
2025-123126 PP,"1808 SYLVAN DR BLDG 1, Austin, TX",Plumbing Permit,$206720
2025-144680 PP,"4705 ARAPAHOE PASS, Austin, TX",Plumbing Permit,$98158
2020-167891 MP,"2905 GREENLEE DR, Austin, TX",Mechanical Permit,$123261
2024-159747 MP,"3415 WINDSOR RD UNIT A, Austin, TX",Mechanical Permit,$231252
2025-075668 MP,"4012 GLENGARRY DR, Austin, TX",Mechanical Permit,$129406
2025-134321 EP,"12422 CASSADY DR, Austin, TX",Electrical Permit,$255352
2025-147812 PP,"1104 ALDEN DR, Austin, TX",Plumbing Permit,$172920
2025-021113 EP,"7405 CARVER AVE, Austin, TX",Electrical Permit,$52254
2025-144140 EP,"11606 HORNSBY ST, Austin, TX",Electrical Permit,$239903
2025-147349 EP,"8705 CREST RIDGE CIR, Austin, TX",Electrical Permit,$281515
2025-147510 PP,"1118 W 7TH ST, Austin, TX",Plumbing Permit,$156023
2025-149252 BP,"2311 WESTROCK DR BLDG 2, Austin, TX",Building Permit,$297294
2025-143778 PP,"625 E 10TH ST UNIT 1000, Austin, TX",Plumbing Permit,$219415
2025-122443 EP,"1619 ELMHURST DR, Austin, TX",Electrical Permit,$50180
2025-150061 BP,"4403 BELLVUE AVE, Austin, TX",Building Permit,$156676
2025-148396 PP,"1323 S CONGRESS AVE, Austin, TX",Plumbing Permit,$132800
2025-148402 PP,"6109 MAURYS TRL, Austin, TX",Plumbing Permit,$206762
2025-148671 EP,"14128 EDNA MAXINE WALK, Austin, TX",Electrical Permit,$210963
2025-147012 PP,"5913 JENNIFER PASTURE PATH, Austin, TX",Plumbing Permit,$172673
2025-145944 PP,"7600 BLACK MOUNTAIN DR, Austin, TX",Plumbing Permit,$144936
2025-141592 EP,"1180 RIDGEWAY DR--UNIT 2, Austin, TX",Electrical Permit,$107227
2025-146817 EP,"2501 GREENLAWN PKWY, Austin, TX",Electrical Permit,$289058
2025-143620 PP,"7900 TISDALE DR, Austin, TX",Plumbing Permit,$254911
2025-141910 PP,"203 W WILLIAM CANNON DR, Austin, TX",Plumbing Permit,$242040
2025-146379 EP,"2410 E RIVERSIDE DR BLDG H, Austin, TX",Electrical Permit,$256383
2025-142460 EP,"6935 1/2 RYAN DR, Austin, TX",Electrical Permit,$156857
2025-147852 BP,"6804 MIRANDA DR, Austin, TX",Building Permit,$135631
2025-146354 EP,"2410 E RIVERSIDE DR BLDG H, Austin, TX",Electrical Permit,$210731
2025-148263 PP,"12345 N LAMAR BLVD BLDG 1 UNIT 125, Austin, TX",Plumbing Permit,$126990
2025-147154 PP,"10601 FM 2222 RD BLDG A, Austin, TX",Plumbing Permit,$286186
2025-140667 PP,"1307 LILY TER, Austin, TX",Plumbing Permit,$98158
2025-074475 EP,"5103 WOODGREEN CV, Austin, TX",Electrical Permit,$231023
2025-135292 EP,"1241 SPYGLASS DR, Austin, TX",Electrical Permit,$202254
2025-144915 EP,"10508 LARK CT, Austin, TX",Electrical Permit,$65343
2025-147910 PP,"2202 HOLLY ST BLDG 1, Austin, TX",Plumbing Permit,$157505
2025-122187 EP,"24 YUCCA DR, Austin, TX",Electrical Permit,$71729
2025-147911 PP,"2202 HOLLY ST BLDG 2, Austin, TX",Plumbing Permit,$86843
2025-122173 EP,"54 PALMA CIR, Austin, TX",Electrical Permit,$163148
2025-119793 PP,"2207 REBEL RD, Austin, TX",Plumbing Permit,$177061
2025-146348 BP,"409 E 5TH ST, Austin, TX",Building Permit,$163874
2025-105497 PP,"5120 JEKINS CV, Austin, TX",Plumbing Permit,$254072
2025-149405 PP,"1414 KRAMER LN, Austin, TX",Plumbing Permit,$263198
2025-146373 EP,"5303 MONARDA MINT DR, Austin, TX",Electrical Permit,$177310
2025-144123 EP,"9216 CALVERT WAY, Austin, TX",Electrical Permit,$227238
2025-139515 MP,"13492 N US 183 HWY SVRD SB UNIT 100, Austin, TX",Mechanical Permit,$267195
2025-147722 PP,"2407 ROEHAMPTON DR, Austin, TX",Plumbing Permit,$137064
2025-147766 BP,"7000 METROPOLIS DR UNIT 200, Austin, TX",Building Permit,$182370
2025-143904 BP,"13101 BURMAKANY DR, Austin, TX",Building Permit,$103696
2025-149774 PP,"2613 DERWENT DR, Austin, TX",Plumbing Permit,$147126
2025-148978 BP,"1907 PAYNE AVE, Austin, TX",Building Permit,$237851
2025-131410 BP,"1900 W 37TH ST, Austin, TX",Building Permit,$245308
2025-148997 EP,"2613 1/2 E BRAKER LN UNIT TEMP16, Austin, TX",Electrical Permit,$71275
2025-100201 EP,"809 W 12TH ST UNIT A, Austin, TX",Electrical Permit,$66846
2025-108676 PP,"1501 GARNER AVE, Austin, TX",Plumbing Permit,$172512
2025-149242 BP,"1608 SYLVAN GLADE, Austin, TX",Building Permit,$89188
2025-148673 EP,"14130 EDNA MAXINE WALK, Austin, TX",Electrical Permit,$254638
2025-150694 EP,"444 E ST ELMO RD BLDG B, Austin, TX",Electrical Permit,$205168
2025-108457 MP,"5603 PALISADE CT, Austin, TX",Mechanical Permit,$146364
2025-150410 BP,"5501 N LAMAR BLVD BLDG A, Austin, TX",Building Permit,$124218
2025-150116 BP,"2672 GATE RIDGE DR, Austin, TX",Building Permit,$255965
2025-149133 PP,"5002 WEST PARK DR, Austin, TX",Plumbing Permit,$197607
2023-162524 EP,"14101 EUCALYPTUS BND, Austin, TX",Electrical Permit,$231655
2025-147009 PP,"510 W 26TH ST, Austin, TX",Plumbing Permit,$76481
2025-146998 BP,"2101 EVA ST, Austin, TX",Building Permit,$210032
2025-149226 MP,"4231 WESTLAKE DR BLDG 1, Austin, TX",Mechanical Permit,$143685
2025-147702 EP,"2407 ROEHAMPTON DR, Austin, TX",Electrical Permit,$210390
2025-149227 MP,"610 VERMONT RD, Austin, TX",Mechanical Permit,$179545
2025-148044 BP,"7800 PERSIMMON TRL, Austin, TX",Building Permit,$131771
2025-025049 PP,"8612 DONGAN DR, Austin, TX",Plumbing Permit,$255632
2025-148514 EP,"4107 FARHILLS DR, Austin, TX",Electrical Permit,$98008
2025-149326 BP,"10940 RESEARCH BLVD SVRD SB, Austin, TX",Building Permit,$130241
2025-135361 EP,"4501 PACK SADDLE PASS, Austin, TX",Electrical Permit,$296904
2025-150184 EP,"14120 AXEL JOHANSON DR, Austin, TX",Electrical Permit,$102097
2025-145809 BP,"2219 GARDEN ST, Austin, TX",Building Permit,$212355
2025-137111 EP,"1303 W ST JOHNS AVE, Austin, TX",Electrical Permit,$55434
2025-013985 PP,"8614 DONGAN DR, Austin, TX",Plumbing Permit,$259813
2025-135638 EP,"7113 FM 969 RD BLDG TNFM1, Austin, TX",Electrical Permit,$205031
2025-146731 BP,"5006 CRESTMONT DR, Austin, TX",Building Permit,$147615
2024-080773 PP,"4611 COTTONWOOD ST, Austin, TX",Plumbing Permit,$62627
2025-149039 EP,"2613 1/2 E BRAKER LN UNIT TEMP24, Austin, TX",Electrical Permit,$226174
2025-147447 BP,"5507 EXETER DR, Austin, TX",Building Permit,$106489
2025-148535 PP,"2706 DERWENT DR, Austin, TX",Plumbing Permit,$152911
2025-147389 EP,"2403 ROYAL LYTHAM DR, Austin, TX",Electrical Permit,$54491
2025-120396 BP,"507 E 41ST ST, Austin, TX",Building Permit,$252165
2025-071631 EP,"8612 WINDING WALK, Austin, TX",Electrical Permit,$176274
2025-147390 MP,"5308 SUMMER DR, Austin, TX",Mechanical Permit,$288143
2025-149146 MP,"1201 VIOLA LEE LN, Austin, TX",Mechanical Permit,$161553
2025-073632 EP,"9404 OXBOW STRAP DR, Austin, TX",Electrical Permit,$161286
2025-103772 EP,"2722 TETHER TRL, Austin, TX",Electrical Permit,$131165
2025-136724 EP,"12621 HARRIS BRANCH PKWY, Austin, TX",Electrical Permit,$250309
2025-071254 EP,"1144 AIRPORT BLVD UNIT 700, Austin, TX",Electrical Permit,$77282
2025-146387 EP,"5301 MONARDA MINT DR, Austin, TX",Electrical Permit,$121108
2025-146155 EP,"401 NORTH BLUFF DR BLDG MC3, Austin, TX",Electrical Permit,$175996
2025-070471 EP,"7812 HARDY DR, Austin, TX",Electrical Permit,$100993
2025-104171 EP,"2703 OAK PARK DR, Austin, TX",Electrical Permit,$98063
2025-148020 BP,"2110 BRISTOL DR, Austin, TX",Building Permit,$233779
2025-149061 EP,"2505 DEERFOOT TRL, Austin, TX",Electrical Permit,$205731
2025-137564 BP,"507 E 41ST ST, Austin, TX",Building Permit,$288325
2025-143912 BP,"13101 BURMAKANY DR BLDG SHADE5, Austin, TX",Building Permit,$150328
2025-147624 MP,"8521 CHICK PEA LN, Austin, TX",Mechanical Permit,$270356
2025-150409 BP,"1221 W BEN WHITE BLVD SVRD EB BLDG B UNIT 112, Austin, TX",Building Permit,$219435
2025-143914 BP,"13101 BURMAKANY DR BLDG SHADE7, Austin, TX",Building Permit,$56586
2025-147774 EP,"611 W 31ST HALF ST, Austin, TX",Electrical Permit,$249262
2025-149032 EP,"2613 1/2 E BRAKER LN UNIT TEMP22, Austin, TX",Electrical Permit,$184044
2025-144111 EP,"3305 BONNIE RD, Austin, TX",Electrical Permit,$269687
2025-148175 BP,"7130 CHIMNEY CORNERS, Austin, TX",Building Permit,$108600
2025-142662 MP,"5105 TURNABOUT LN, Austin, TX",Mechanical Permit,$181337
2025-143910 BP,"13101 BURMAKANY DR BLDG SHADE3, Austin, TX",Building Permit,$234791
2025-133391 PP,"8010 BURLESON RD, Austin, TX",Plumbing Permit,$168256
2025-149145 MP,"1201 VIOLA LEE LN, Austin, TX",Mechanical Permit,$55196
2025-147833 EP,"5915 CANNON MOUNTAIN DR, Austin, TX",Electrical Permit,$231553
2025-149887 PP,"724 N LAMAR BLVD UNIT B, Austin, TX",Plumbing Permit,$99533
2025-101441 EP,"1210 ROMERIA DR BLDG 2, Austin, TX",Electrical Permit,$114941
2025-146276 PP,"1705 SOUTH LAKESHORE BLVD, Austin, TX",Plumbing Permit,$197540
2025-147484 EP,"7115 HOWERINGTON CIR, Austin, TX",Electrical Permit,$205024
2025-147707 EP,"6907 DAUGHERTY ST, Austin, TX",Electrical Permit,$135001
2025-143915 BP,"13101 BURMAKANY DR BLDG SHADE8, Austin, TX",Building Permit,$263938
2025-148485 EP,"3620 SAWMILL DR, Austin, TX",Electrical Permit,$84744
2025-144542 EP,"5520 1/2 LEVANDER LOOP, Austin, TX",Electrical Permit,$192910
2025-147397 MP,"2301 E RIVERSIDE DR BLDG A, Austin, TX",Mechanical Permit,$115685
2025-147852 PP,"6804 MIRANDA DR, Austin, TX",Plumbing Permit,$71416
2025-147010 PP,"401 TREYS WAY, Austin, TX",Plumbing Permit,$102733
2025-148725 BP,"9800 RAVENWOOD CV, Austin, TX",Building Permit,$274250
2025-150919 EP,"10106 SAUSALITO DR, Austin, TX",Electrical Permit,$134124
2025-149243 BP,"1608 SYLVAN GLADE, Austin, TX",Building Permit,$168627
2025-147326 PP,"12021 TIMBER WOLF TRL, Austin, TX",Plumbing Permit,$256206
2025-146540 MP,"4020 AIRPORT BLVD UNIT 3, Austin, TX",Mechanical Permit,$237731
2025-144774 EP,"3724 EXECUTIVE CENTER DR UNIT 210, Austin, TX",Electrical Permit,$108090
2025-148707 PP,"5806 SIERRA MADRE, Austin, TX",Plumbing Permit,$120518
