permit_number,address,type,value
2025-148018 PP,"10612 SCOTLAND WELL DR, Nashville, TN",Plumbing Permit,$228637
2025-148662 EP,"14132 MATTEROD DR, Nashville, TN",Electrical Permit,$72843
2025-081977 BP,"1904 CULLEN AVE, Nashville, TN",Building Permit,$278545
2025-148106 PP,"9524 DINGO DR, Nashville, TN",Plumbing Permit,$188080
2025-142597 EP,"6103 MOUNTAINCLIMB DR, Nashville, TN",Electrical Permit,$155751
2025-149988 BP,"3913 TODD LN UNIT 512, Nashville, TN",Building Permit,$107374
2025-133363 PP,"2207 DE VERNE ST, Nashville, TN",Plumbing Permit,$179240
2025-148914 EP,"2613 1/2 E BRAKER LN UNIT TEMP6, Nashville, TN",Electrical Permit,$264277
2025-147341 PP,"1608 WESTOVER RD, Nashville, TN",Plumbing Permit,$284380
2025-148469 BP,"11400 LADERA VISTA DR, Nashville, TN",Building Permit,$172358
2025-066965 MP,"11007 CONCHOS CV, Nashville, TN",Mechanical Permit,$280132
2025-143431 BP,"6703 COLUMBIA DR, Nashville, TN",Building Permit,$231832
2025-148903 EP,"2613 1/2 E BRAKER LN UNIT TEMP4, Nashville, TN",Electrical Permit,$259806
2025-063950 PP,"4100 WATERSEDGE DR, Nashville, TN",Plumbing Permit,$241131
2025-145101 MP,"5720 TOSCANA AVE, Nashville, TN",Mechanical Permit,$116052
2025-148473 EP,"7704 LATTA DR, Nashville, TN",Electrical Permit,$240551
2025-136937 EP,"1106 CRIPPLE CREEK DR, Nashville, TN",Electrical Permit,$239051
2025-142488 MP,"4406 EILERS AVE, Nashville, TN",Mechanical Permit,$57244
2025-148313 PP,"2201 W BEN WHITE BLVD SVRD EB, Nashville, TN",Plumbing Permit,$197869
2025-148553 EP,"11901 BURNET RD, Nashville, TN",Electrical Permit,$74832
2025-148883 EP,"8713 TALLWOOD DR, Nashville, TN",Electrical Permit,$237765
2025-146977 PP,"14132 MATTEROD DR, Nashville, TN",Plumbing Permit,$100288
2025-147423 MP,"5833 MEDICINE CREEK DR, Nashville, TN",Mechanical Permit,$270575
2025-146526 EP,"2817 RUSTY DR, Nashville, TN",Electrical Permit,$136384
2025-148247 PP,"6614 ARGENTIA RD, Nashville, TN",Plumbing Permit,$164118
2025-129750 BP,"1702 KERR ST, Nashville, TN",Building Permit,$251075
2025-148942 EP,"2613 1/2 E BRAKER LN UNIT TEMP9, Nashville, TN",Electrical Permit,$181443
2024-157785 EP,"4003 DEL ROBLES, Nashville, TN",Electrical Permit,$286482
2025-121131 EP,"208 CONGRESS AVE, Nashville, TN",Electrical Permit,$254356
2025-147304 EP,"6507 CAPRIOLA DR, Nashville, TN",Electrical Permit,$177257
2025-148562 EP,"11901 BURNET RD, Nashville, TN",Electrical Permit,$58353
2025-122444 EP,"1619 ELMHURST DR, Nashville, TN",Electrical Permit,$206705
2025-123127 PP,"1808 SYLVAN DR BLDG 2, Nashville, TN",Plumbing Permit,$276004
2025-148104 PP,"8700 PERISTYLE DR, Nashville, TN",Plumbing Permit,$195917
2025-147036 EP,"1011 SPRINGDALE RD, Nashville, TN",Electrical Permit,$91050
2025-139862 PP,"401 CONGRESS AVE UNIT FLR32, Nashville, TN",Plumbing Permit,$262486
2025-127673 PP,"9517 BOATHOUSE DR, Nashville, TN",Plumbing Permit,$98716
2025-149015 EP,"3910 AVENUE H, Nashville, TN",Electrical Permit,$293946
2025-147470 EP,"1901 MADISON AVE, Nashville, TN",Electrical Permit,$142455
2025-149468 MP,"5300 S MOPAC EXPY SB UNIT 103, Nashville, TN",Mechanical Permit,$100989
2025-135048 BP,"4208 BELLVUE AVE, Nashville, TN",Building Permit,$149168
2025-148948 EP,"2613 1/2 E BRAKER LN UNIT TEMP10, Nashville, TN",Electrical Permit,$61371
2025-149029 EP,"10628 INDIGO BROOM LOOP, Nashville, TN",Electrical Permit,$70517
2025-115345 PP,"11815 ALTERRA PKWY UNIT FLR8, Nashville, TN",Plumbing Permit,$106362
2025-145963 PP,"11000 ANDERSON MILL RD BLDG S3, Nashville, TN",Plumbing Permit,$78822
2025-021112 EP,"7405 CARVER AVE, Nashville, TN",Electrical Permit,$90367
2025-148076 MP,"4128 S 1ST ST, Nashville, TN",Mechanical Permit,$86488
2025-095326 DS,"4614 HORSESHOE BND, Nashville, TN",Driveway / Sidewalks,$162815
2023-073253 BP,"200 W 6TH ST, Nashville, TN",Building Permit,$63134
2025-116012 MP,"4500 JINX AVE, Nashville, TN",Mechanical Permit,$192909
2025-141931 PP,"1201 GEORGIAN ST, Nashville, TN",Plumbing Permit,$160341
2025-064399 MP,"4516 SINCLAIR AVE, Nashville, TN",Mechanical Permit,$174979
2025-148947 EP,"15501 TACON LN, Nashville, TN",Electrical Permit,$76673
2025-148391 EP,"7102 WOODFORD WAY, Nashville, TN",Electrical Permit,$261149
2025-149275 EP,"7633 ROCKPOINT DR, Nashville, TN",Electrical Permit,$225753
2025-150208 BP,"2803 FIRECREST DR, Nashville, TN",Building Permit,$230177
2025-149770 BP,"501 SACRAMENTO DR, Nashville, TN",Building Permit,$57340
2025-149005 EP,"7408 DALLAS DR, Nashville, TN",Electrical Permit,$88344
2025-149935 EP,"3600 LYONS RD, Nashville, TN",Electrical Permit,$220840
2025-148023 EP,"6005 SILENT NOVA VW, Nashville, TN",Electrical Permit,$59616
2025-148676 EP,"14120 AXEL JOHANSON DR, Nashville, TN",Electrical Permit,$239657
2025-147749 PP,"1900 E HOWARD LN BLDG A UNIT 1, Nashville, TN",Plumbing Permit,$167230
2025-146539 EP,"6409 HICKMAN AVE, Nashville, TN",Electrical Permit,$273285
2025-150223 BP,"4500 DOVEHILL DR, Nashville, TN",Building Permit,$80370
2025-145311 PP,"11221 BRISTA WAY, Nashville, TN",Plumbing Permit,$143367
2025-148959 EP,"2613 1/2 E BRAKER LN UNIT TEMP12, Nashville, TN",Electrical Permit,$147518
2025-137110 DS,"1303 W ST JOHNS AVE, Nashville, TN",Driveway / Sidewalks,$249455
2025-148264 EP,"12345 N LAMAR BLVD BLDG 1 UNIT 135, Nashville, TN",Electrical Permit,$291690
2025-148896 EP,"2613 1/2 E BRAKER LN UNIT TEMP3, Nashville, TN",Electrical Permit,$68065
2025-093215 EP,"41 MARGRANITA CRES UNIT B, Nashville, TN",Electrical Permit,$218120
2025-139297 DS,"10701 1/2 OLD SAN ANTONIO RD, Nashville, TN",Driveway / Sidewalks,$109299
2025-134110 PP,"5308 BALCONES DR, Nashville, TN",Plumbing Permit,$230086
2025-149752 PP,"8520 NEW HAMPSHIRE DR, Nashville, TN",Plumbing Permit,$285063
2025-147120 EP,"7314 RUNNING ROPE, Nashville, TN",Electrical Permit,$179333
2025-093214 EP,"41 MARGRANITA CRES UNIT A, Nashville, TN",Electrical Permit,$227826
2025-148884 EP,"2613 1/2 E BRAKER LN UNIT TEMP2, Nashville, TN",Electrical Permit,$77194
2025-150299 PP,"11913 ELLENA CV, Nashville, TN",Plumbing Permit,$252165
2025-150058 BP,"8113 BOGGY RIDGE DR, Nashville, TN",Building Permit,$225645
2025-147943 EP,"2613 1/2 E BRAKER LN UNIT TEMP1, Nashville, TN",Electrical Permit,$169447
2025-148560 EP,"11901 BURNET RD, Nashville, TN",Electrical Permit,$187233
2025-148598 BP,"811 CLAYTON LN, Nashville, TN",Building Permit,$174547
2025-141640 EP,"4108 TODD LN, Nashville, TN",Electrical Permit,$74435
2025-148489 PP,"9401 SPRING HOLLOW DR, Nashville, TN",Plumbing Permit,$199350
2025-148412 EP,"7522 STONECLIFF DR, Nashville, TN",Electrical Permit,$93108
2025-148984 EP,"7106 SUNGATE DR, Nashville, TN",Electrical Permit,$209736
2025-149017 EP,"5816 SILVER SCREEN DR, Nashville, TN",Electrical Permit,$228562
2025-148658 EP,"5921 JENNIFER PASTURE PATH, Nashville, TN",Electrical Permit,$131633
2025-148909 EP,"2613 1/2 E BRAKER LN UNIT TEMP5, Nashville, TN",Electrical Permit,$288907
2025-148743 PP,"1009 MERIDEN LN, Nashville, TN",Plumbing Permit,$199527
2025-122625 PP,"9300 HAMADRYAS DR, Nashville, TN",Plumbing Permit,$96428
2025-148122 MP,"4103 ROSEDALE AVE, Nashville, TN",Mechanical Permit,$268854
2024-159748 MP,"3415 WINDSOR RD UNIT B, Nashville, TN",Mechanical Permit,$157074
2025-144983 PP,"515 KEMP ST, Nashville, TN",Plumbing Permit,$96274
2025-148016 EP,"8235 SUMMER SIDE DR, Nashville, TN",Electrical Permit,$105630
2025-147745 PP,"1900 E HOWARD LN BLDG A UNIT 1, Nashville, TN",Plumbing Permit,$183180
2025-147001 PP,"5921 JENNIFER PASTURE PATH, Nashville, TN",Plumbing Permit,$258289
2025-148937 EP,"2613 1/2 E BRAKER LN UNIT TEMP7, Nashville, TN",Electrical Permit,$160870
2025-145375 BP,"1506 PALMA PLZ, Nashville, TN",Building Permit,$93797
2025-148293 EP,"3318 CLARKSBURG DR, Nashville, TN",Electrical Permit,$132451
2025-109098 MP,"7603 BEINVILLE CV, Nashville, TN",Mechanical Permit,$237877
2025-148960 EP,"7603 BEINVILLE CV, Nashville, TN",Electrical Permit,$245259
2025-148631 BP,"10101 QUAIL VALLEY BLVD, Nashville, TN",Building Permit,$253340
2025-147808 PP,"1408 JUSTIN LN, Nashville, TN",Plumbing Permit,$292764
2025-148837 PP,"312 HOGG PECAN PASS, Nashville, TN",Plumbing Permit,$201746
2025-149986 BP,"8802 WESTOVER CLUB DR, Nashville, TN",Building Permit,$82679
2025-147035 EP,"1011 SPRINGDALE RD, Nashville, TN",Electrical Permit,$98223
2025-129420 PP,"1904 SAN GABRIEL ST, Nashville, TN",Plumbing Permit,$58381
2025-148940 EP,"2613 1/2 E BRAKER LN UNIT TEMP8, Nashville, TN",Electrical Permit,$113274
2025-044294 PP,"14100 AXEL JOHANSON DR, Nashville, TN",Plumbing Permit,$235082
2025-148803 BP,"909 E 49TH HALF ST, Nashville, TN",Building Permit,$282702
2025-148656 PP,"5708 SILVER SCREEN DR, Nashville, TN",Plumbing Permit,$57523
2025-148867 PP,"9951 ANDERSON MILL RD UNIT 100B, Nashville, TN",Plumbing Permit,$188463
2025-142891 PP,"6107 CADDIE ST, Nashville, TN",Plumbing Permit,$167165
2025-148930 EP,"4826 ROLLINGWOOD DR, Nashville, TN",Electrical Permit,$74211
2025-148396 BP,"1323 S CONGRESS AVE, Nashville, TN",Building Permit,$57622
2025-149989 BP,"802 WAYSIDE DR, Nashville, TN",Building Permit,$116673
2025-148808 PP,"2903 NORFOLK DR, Nashville, TN",Plumbing Permit,$185086
2025-148593 BP,"4504 JINX AVE, Nashville, TN",Building Permit,$156861
2025-139862 EP,"401 CONGRESS AVE UNIT FLR32, Nashville, TN",Electrical Permit,$105639
2025-123126 PP,"1808 SYLVAN DR BLDG 1, Nashville, TN",Plumbing Permit,$71800
2025-144680 PP,"4705 ARAPAHOE PASS, Nashville, TN",Plumbing Permit,$186993
2020-167891 MP,"2905 GREENLEE DR, Nashville, TN",Mechanical Permit,$56943
2024-159747 MP,"3415 WINDSOR RD UNIT A, Nashville, TN",Mechanical Permit,$173811
2025-075668 MP,"4012 GLENGARRY DR, Nashville, TN",Mechanical Permit,$88628
2025-134321 EP,"12422 CASSADY DR, Nashville, TN",Electrical Permit,$146926
2025-147812 PP,"1104 ALDEN DR, Nashville, TN",Plumbing Permit,$271493
2025-021113 EP,"7405 CARVER AVE, Nashville, TN",Electrical Permit,$93053
2025-144140 EP,"11606 HORNSBY ST, Nashville, TN",Electrical Permit,$252778
2025-147349 EP,"8705 CREST RIDGE CIR, Nashville, TN",Electrical Permit,$197097
2025-147510 PP,"1118 W 7TH ST, Nashville, TN",Plumbing Permit,$203326
2025-149252 BP,"2311 WESTROCK DR BLDG 2, Nashville, TN",Building Permit,$237185
2025-143778 PP,"625 E 10TH ST UNIT 1000, Nashville, TN",Plumbing Permit,$153254
2025-122443 EP,"1619 ELMHURST DR, Nashville, TN",Electrical Permit,$273643
2025-150061 BP,"4403 BELLVUE AVE, Nashville, TN",Building Permit,$263896
2025-148396 PP,"1323 S CONGRESS AVE, Nashville, TN",Plumbing Permit,$119132
2025-148402 PP,"6109 MAURYS TRL, Nashville, TN",Plumbing Permit,$270355
2025-148671 EP,"14128 EDNA MAXINE WALK, Nashville, TN",Electrical Permit,$122780
2025-147012 PP,"5913 JENNIFER PASTURE PATH, Nashville, TN",Plumbing Permit,$50682
2025-145944 PP,"7600 BLACK MOUNTAIN DR, Nashville, TN",Plumbing Permit,$290834
2025-141592 EP,"1180 RIDGEWAY DR--UNIT 2, Nashville, TN",Electrical Permit,$157430
2025-146817 EP,"2501 GREENLAWN PKWY, Nashville, TN",Electrical Permit,$223306
2025-143620 PP,"7900 TISDALE DR, Nashville, TN",Plumbing Permit,$201575
2025-141910 PP,"203 W WILLIAM CANNON DR, Nashville, TN",Plumbing Permit,$292838
2025-146379 EP,"2410 E RIVERSIDE DR BLDG H, Nashville, TN",Electrical Permit,$193987
2025-142460 EP,"6935 1/2 RYAN DR, Nashville, TN",Electrical Permit,$173232
2025-147852 BP,"6804 MIRANDA DR, Nashville, TN",Building Permit,$91154
2025-146354 EP,"2410 E RIVERSIDE DR BLDG H, Nashville, TN",Electrical Permit,$152025
2025-148263 PP,"12345 N LAMAR BLVD BLDG 1 UNIT 125, Nashville, TN",Plumbing Permit,$152883
2025-147154 PP,"10601 FM 2222 RD BLDG A, Nashville, TN",Plumbing Permit,$292686
2025-140667 PP,"1307 LILY TER, Nashville, TN",Plumbing Permit,$271898
2025-074475 EP,"5103 WOODGREEN CV, Nashville, TN",Electrical Permit,$63647
2025-135292 EP,"1241 SPYGLASS DR, Nashville, TN",Electrical Permit,$105532
2025-144915 EP,"10508 LARK CT, Nashville, TN",Electrical Permit,$116008
2025-147910 PP,"2202 HOLLY ST BLDG 1, Nashville, TN",Plumbing Permit,$233861
2025-122187 EP,"24 YUCCA DR, Nashville, TN",Electrical Permit,$192660
2025-147911 PP,"2202 HOLLY ST BLDG 2, Nashville, TN",Plumbing Permit,$75471
2025-122173 EP,"54 PALMA CIR, Nashville, TN",Electrical Permit,$240718
2025-119793 PP,"2207 REBEL RD, Nashville, TN",Plumbing Permit,$246517
2025-146348 BP,"409 E 5TH ST, Nashville, TN",Building Permit,$248731
2025-105497 PP,"5120 JEKINS CV, Nashville, TN",Plumbing Permit,$54619
2025-149405 PP,"1414 KRAMER LN, Nashville, TN",Plumbing Permit,$272962
2025-146373 EP,"5303 MONARDA MINT DR, Nashville, TN",Electrical Permit,$151297
2025-144123 EP,"9216 CALVERT WAY, Nashville, TN",Electrical Permit,$87685
2025-139515 MP,"13492 N US 183 HWY SVRD SB UNIT 100, Nashville, TN",Mechanical Permit,$281431
2025-147722 PP,"2407 ROEHAMPTON DR, Nashville, TN",Plumbing Permit,$98087
2025-147766 BP,"7000 METROPOLIS DR UNIT 200, Nashville, TN",Building Permit,$160312
2025-143904 BP,"13101 BURMAKANY DR, Nashville, TN",Building Permit,$161757
2025-149774 PP,"2613 DERWENT DR, Nashville, TN",Plumbing Permit,$274230
2025-148978 BP,"1907 PAYNE AVE, Nashville, TN",Building Permit,$292823
2025-131410 BP,"1900 W 37TH ST, Nashville, TN",Building Permit,$60596
2025-148997 EP,"2613 1/2 E BRAKER LN UNIT TEMP16, Nashville, TN",Electrical Permit,$66723
2025-100201 EP,"809 W 12TH ST UNIT A, Nashville, TN",Electrical Permit,$297990
2025-108676 PP,"1501 GARNER AVE, Nashville, TN",Plumbing Permit,$96110
2025-149242 BP,"1608 SYLVAN GLADE, Nashville, TN",Building Permit,$85666
2025-148673 EP,"14130 EDNA MAXINE WALK, Nashville, TN",Electrical Permit,$231121
2025-150694 EP,"444 E ST ELMO RD BLDG B, Nashville, TN",Electrical Permit,$163492
2025-108457 MP,"5603 PALISADE CT, Nashville, TN",Mechanical Permit,$155296
2025-150410 BP,"5501 N LAMAR BLVD BLDG A, Nashville, TN",Building Permit,$147791
2025-150116 BP,"2672 GATE RIDGE DR, Nashville, TN",Building Permit,$53474
2025-149133 PP,"5002 WEST PARK DR, Nashville, TN",Plumbing Permit,$176958
2023-162524 EP,"14101 EUCALYPTUS BND, Nashville, TN",Electrical Permit,$107130
2025-147009 PP,"510 W 26TH ST, Nashville, TN",Plumbing Permit,$177969
2025-146998 BP,"2101 EVA ST, Nashville, TN",Building Permit,$168515
2025-149226 MP,"4231 WESTLAKE DR BLDG 1, Nashville, TN",Mechanical Permit,$102111
2025-147702 EP,"2407 ROEHAMPTON DR, Nashville, TN",Electrical Permit,$187641
2025-149227 MP,"610 VERMONT RD, Nashville, TN",Mechanical Permit,$134753
2025-148044 BP,"7800 PERSIMMON TRL, Nashville, TN",Building Permit,$109826
2025-025049 PP,"8612 DONGAN DR, Nashville, TN",Plumbing Permit,$233620
2025-148514 EP,"4107 FARHILLS DR, Nashville, TN",Electrical Permit,$164671
2025-149326 BP,"10940 RESEARCH BLVD SVRD SB, Nashville, TN",Building Permit,$207929
2025-135361 EP,"4501 PACK SADDLE PASS, Nashville, TN",Electrical Permit,$59628
2025-150184 EP,"14120 AXEL JOHANSON DR, Nashville, TN",Electrical Permit,$279722
2025-145809 BP,"2219 GARDEN ST, Nashville, TN",Building Permit,$84970
2025-137111 EP,"1303 W ST JOHNS AVE, Nashville, TN",Electrical Permit,$108827
2025-013985 PP,"8614 DONGAN DR, Nashville, TN",Plumbing Permit,$153435
2025-135638 EP,"7113 FM 969 RD BLDG TNFM1, Nashville, TN",Electrical Permit,$154920
2025-146731 BP,"5006 CRESTMONT DR, Nashville, TN",Building Permit,$238553
2024-080773 PP,"4611 COTTONWOOD ST, Nashville, TN",Plumbing Permit,$125516
2025-149039 EP,"2613 1/2 E BRAKER LN UNIT TEMP24, Nashville, TN",Electrical Permit,$117321
2025-147447 BP,"5507 EXETER DR, Nashville, TN",Building Permit,$159800
2025-148535 PP,"2706 DERWENT DR, Nashville, TN",Plumbing Permit,$63945
2025-147389 EP,"2403 ROYAL LYTHAM DR, Nashville, TN",Electrical Permit,$276605
2025-120396 BP,"507 E 41ST ST, Nashville, TN",Building Permit,$141885
2025-071631 EP,"8612 WINDING WALK, Nashville, TN",Electrical Permit,$286397
2025-147390 MP,"5308 SUMMER DR, Nashville, TN",Mechanical Permit,$133235
2025-149146 MP,"1201 VIOLA LEE LN, Nashville, TN",Mechanical Permit,$153070
2025-073632 EP,"9404 OXBOW STRAP DR, Nashville, TN",Electrical Permit,$223151
2025-103772 EP,"2722 TETHER TRL, Nashville, TN",Electrical Permit,$50381
2025-136724 EP,"12621 HARRIS BRANCH PKWY, Nashville, TN",Electrical Permit,$287279
2025-071254 EP,"1144 AIRPORT BLVD UNIT 700, Nashville, TN",Electrical Permit,$266109
2025-146387 EP,"5301 MONARDA MINT DR, Nashville, TN",Electrical Permit,$119730
2025-146155 EP,"401 NORTH BLUFF DR BLDG MC3, Nashville, TN",Electrical Permit,$270535
2025-070471 EP,"7812 HARDY DR, Nashville, TN",Electrical Permit,$55767
2025-104171 EP,"2703 OAK PARK DR, Nashville, TN",Electrical Permit,$223681
2025-148020 BP,"2110 BRISTOL DR, Nashville, TN",Building Permit,$112030
2025-149061 EP,"2505 DEERFOOT TRL, Nashville, TN",Electrical Permit,$186161
2025-137564 BP,"507 E 41ST ST, Nashville, TN",Building Permit,$237112
2025-143912 BP,"13101 BURMAKANY DR BLDG SHADE5, Nashville, TN",Building Permit,$60435
2025-147624 MP,"8521 CHICK PEA LN, Nashville, TN",Mechanical Permit,$53276
2025-150409 BP,"1221 W BEN WHITE BLVD SVRD EB BLDG B UNIT 112, Nashville, TN",Building Permit,$82497
2025-143914 BP,"13101 BURMAKANY DR BLDG SHADE7, Nashville, TN",Building Permit,$69975
2025-147774 EP,"611 W 31ST HALF ST, Nashville, TN",Electrical Permit,$274833
2025-149032 EP,"2613 1/2 E BRAKER LN UNIT TEMP22, Nashville, TN",Electrical Permit,$110360
2025-144111 EP,"3305 BONNIE RD, Nashville, TN",Electrical Permit,$187116
2025-148175 BP,"7130 CHIMNEY CORNERS, Nashville, TN",Building Permit,$261253
2025-142662 MP,"5105 TURNABOUT LN, Nashville, TN",Mechanical Permit,$251324
2025-143910 BP,"13101 BURMAKANY DR BLDG SHADE3, Nashville, TN",Building Permit,$79116
2025-133391 PP,"8010 BURLESON RD, Nashville, TN",Plumbing Permit,$159775
2025-149145 MP,"1201 VIOLA LEE LN, Nashville, TN",Mechanical Permit,$163215
2025-147833 EP,"5915 CANNON MOUNTAIN DR, Nashville, TN",Electrical Permit,$195461
2025-149887 PP,"724 N LAMAR BLVD UNIT B, Nashville, TN",Plumbing Permit,$158546
2025-101441 EP,"1210 ROMERIA DR BLDG 2, Nashville, TN",Electrical Permit,$248725
2025-146276 PP,"1705 SOUTH LAKESHORE BLVD, Nashville, TN",Plumbing Permit,$86605
2025-147484 EP,"7115 HOWERINGTON CIR, Nashville, TN",Electrical Permit,$259957
2025-147707 EP,"6907 DAUGHERTY ST, Nashville, TN",Electrical Permit,$115340
2025-143915 BP,"13101 BURMAKANY DR BLDG SHADE8, Nashville, TN",Building Permit,$103729
2025-148485 EP,"3620 SAWMILL DR, Nashville, TN",Electrical Permit,$52234
2025-144542 EP,"5520 1/2 LEVANDER LOOP, Nashville, TN",Electrical Permit,$274139
2025-147397 MP,"2301 E RIVERSIDE DR BLDG A, Nashville, TN",Mechanical Permit,$291095
2025-147852 PP,"6804 MIRANDA DR, Nashville, TN",Plumbing Permit,$98074
2025-147010 PP,"401 TREYS WAY, Nashville, TN",Plumbing Permit,$119431
2025-148725 BP,"9800 RAVENWOOD CV, Nashville, TN",Building Permit,$96969
2025-150919 EP,"10106 SAUSALITO DR, Nashville, TN",Electrical Permit,$191110
2025-149243 BP,"1608 SYLVAN GLADE, Nashville, TN",Building Permit,$93577
2025-147326 PP,"12021 TIMBER WOLF TRL, Nashville, TN",Plumbing Permit,$207709
2025-146540 MP,"4020 AIRPORT BLVD UNIT 3, Nashville, TN",Mechanical Permit,$278751
2025-144774 EP,"3724 EXECUTIVE CENTER DR UNIT 210, Nashville, TN",Electrical Permit,$210793
2025-148707 PP,"5806 SIERRA MADRE, Nashville, TN",Plumbing Permit,$289728
2025-147561 PP,"3300 BIG BEND DR, Nashville, TN",Plumbing Permit,$54490
2025-148977 BP,"1907 PAYNE AVE, Nashville, TN",Building Permit,$92861
2025-143038 PP,"9016 PEAFOWL ST, Nashville, TN",Plumbing Permit,$203699
2025-143911 BP,"13101 BURMAKANY DR BLDG SHADE4, Nashville, TN",Building Permit,$168118
2025-150262 PP,"2615 TOWY RD, Nashville, TN",Plumbing Permit,$217516
2025-149783 PP,"1920 E RIVERSIDE DR BLDG E, Nashville, TN",Plumbing Permit,$223161
2025-150191 EP,"14132 MATTEROD DR, Nashville, TN",Electrical Permit,$111782
2025-148992 EP,"2613 1/2 E BRAKER LN UNIT TEMP15, Nashville, TN",Electrical Permit,$56086
2025-138834 BP,"1511 ALGUNO RD, Nashville, TN",Building Permit,$296929
2025-139705 EP,"400 W CESAR CHAVEZ ST, Nashville, TN",Electrical Permit,$78485
2025-149146 PP,"1201 VIOLA LEE LN, Nashville, TN",Plumbing Permit,$257435
2025-136488 BP,"2010 S LAMAR BLVD UNIT 325, Nashville, TN",Building Permit,$276444
2024-003455 PP,"7051 MEADOW LAKE BLVD BLDG 14, Nashville, TN",Plumbing Permit,$270914
2025-150692 BP,"3607 TYRONE DR, Nashville, TN",Building Permit,$228458
2025-143907 BP,"13101 BURMAKANY DR UNIT DP, Nashville, TN",Building Permit,$77810
2025-150195 EP,"5921 JENNIFER PASTURE PATH, Nashville, TN",Electrical Permit,$199152
2025-136995 EP,"2309 TOWER DR, Nashville, TN",Electrical Permit,$77306
2025-051165 PP,"8616 DONGAN DR, Nashville, TN",Plumbing Permit,$97812
2025-150318 BP,"9907 KABAR TRL, Nashville, TN",Building Permit,$292616
2025-149063 EP,"2504 BERWYN CIR, Nashville, TN",Electrical Permit,$93040
2025-149823 BP,"87 COMAL ST, Nashville, TN",Building Permit,$255361
2025-039073 MP,"5109 BROOKDALE LN, Nashville, TN",Mechanical Permit,$118774
2025-149225 MP,"3003 VILLAGE DR, Nashville, TN",Mechanical Permit,$52053
2023-122557 MP,"8701 MENCHACA RD BLDG 1 UNIT 107, Nashville, TN",Mechanical Permit,$103353
2025-146282 PP,"2103 TOWER DR, Nashville, TN",Plumbing Permit,$119539
2022-116498 PP,"2000 FOREST TRL, Nashville, TN",Plumbing Permit,$264141
2025-146115 EP,"3801 N CAPITAL OF TEXAS HWY NB BLDG I UNIT 100, Nashville, TN",Electrical Permit,$77389
2025-101440 EP,"1210 ROMERIA DR BLDG 1, Nashville, TN",Electrical Permit,$273138
2025-146387 MP,"5301 MONARDA MINT DR, Nashville, TN",Mechanical Permit,$99101
2025-145968 EP,"2206 LA CASA DR, Nashville, TN",Electrical Permit,$85591
2025-150561 BP,"807 E RIVERSIDE DR BLDG A, Nashville, TN",Building Permit,$174396
2025-147020 PP,"7013 CREIGHTON LN, Nashville, TN",Plumbing Permit,$97909
2025-150189 EP,"14128 EDNA MAXINE WALK, Nashville, TN",Electrical Permit,$138609
2025-147199 MP,"321 BRIDGEFORD DR, Nashville, TN",Mechanical Permit,$199004
2025-147813 EP,"7916 N RIDGELINE, Nashville, TN",Electrical Permit,$51324
2025-149018 EP,"2613 1/2 E BRAKER LN UNIT TEMP19, Nashville, TN",Electrical Permit,$246274
2025-150515 BP,"1117 MARK ST, Nashville, TN",Building Permit,$275718
2025-132833 PP,"11904 TEDFORD ST, Nashville, TN",Plumbing Permit,$288161
2025-138873 EP,"1901 MADISON AVE, Nashville, TN",Electrical Permit,$160278
2025-150846 BP,"11901 SWEARINGEN DR BLDG J UNIT 49, Nashville, TN",Building Permit,$256282
2025-141594 EP,"9000 FALLKILL DR, Nashville, TN",Electrical Permit,$244033
2025-139171 EP,"6600 ELM CREEK DR UNIT 204, Nashville, TN",Electrical Permit,$159032
2025-148974 EP,"2613 1/2 E BRAKER LN UNIT TEMP14, Nashville, TN",Electrical Permit,$244301
2025-131196 EP,"9704 SORRENTO CT, Nashville, TN",Electrical Permit,$175264
2025-149145 BP,"1201 VIOLA LEE LN, Nashville, TN",Building Permit,$87741
2025-146373 MP,"5303 MONARDA MINT DR, Nashville, TN",Mechanical Permit,$260167
2025-120270 DS,"2910 E 4TH ST, Nashville, TN",Driveway / Sidewalks,$123906
2025-149145 PP,"1201 VIOLA LEE LN, Nashville, TN",Plumbing Permit,$250705
2025-149028 EP,"2613 1/2 E BRAKER LN UNIT TEMP21, Nashville, TN",Electrical Permit,$136589
2025-149337 BP,"3601 S CONGRESS AVE BLDG F, Nashville, TN",Building Permit,$54512
2025-150621 BP,"2201 BALTUSROL DR, Nashville, TN",Building Permit,$233174
2025-091707 EP,"1510 KINNEY AVE, Nashville, TN",Electrical Permit,$206218
2025-150694 BP,"444 E ST ELMO RD BLDG B, Nashville, TN",Building Permit,$174352
2025-134817 EP,"11404 WINDERMERE MEADOWS, Nashville, TN",Electrical Permit,$138562
2025-148459 EP,"5503 LANDS END, Nashville, TN",Electrical Permit,$234681
2025-148309 EP,"2503 VELASQUEZ DR, Nashville, TN",Electrical Permit,$84892
2025-147853 EP,"5915 CANNON MOUNTAIN DR, Nashville, TN",Electrical Permit,$140106
2025-143154 MP,"11217 SOUTH BAY LN, Nashville, TN",Mechanical Permit,$266830
2022-028918 PP,"7516 NORTHCREST BLVD BLDG 2, Nashville, TN",Plumbing Permit,$91507
2025-146403 MP,"5216 MONARDA MINT DR, Nashville, TN",Mechanical Permit,$205187
2025-145012 PP,"7906 HAVENWOOD DR, Nashville, TN",Plumbing Permit,$83744
2025-149146 BP,"1201 VIOLA LEE LN, Nashville, TN",Building Permit,$62509
